X,Y,r,theta(deg),theta(360),,X,Y,Age,Deviation
495.72678,389.10207,104.7084622,-1.038591647,358.9614084,,104.69126,-1.897929914,7.95,-2.494982421
489.42022,420.41563,102.6880153,16.64591895,16.64591895,,98.38470002,29.41563001,7.04,-2.107850556
487.86201,424.66308,102.5113268,19.17072046,19.17072046,,96.82649001,33.66308,8.3,-2.056848192
487.56916,369.1967,98.96528453,-12.72739466,347.2726053,,96.53363998,-21.80330007,7.48,-2.471781481
484.21078,404.719,94.17982819,8.375971359,8.375971359,,93.17526,13.719,8,-1.90383011
485.30034,363.43877,98.21139287,-16.29791006,343.7020899,,94.26481998,-27.56123006,7.78,-2.503298869
483.21849,385.69279,92.33561846,-3.295027616,356.7049724,,92.18297,-5.307209974,7.6,-2.027874326
481.83351,403.20935,91.61519096,7.658463945,7.658463945,,90.79799,12.20935,7.6,-1.805150946
479.62022,412.47297,91.15008236,13.62570662,13.62570662,,88.5847,21.47297,7.7,-1.680502865
478.21666,430.49735,95.71098071,24.37286764,24.37286764,,87.18114,39.49735,7.95,-1.689587287
479.56321,407.11025,89.98162063,10.3138091,10.3138091,,88.52769,16.11024999,8.3,-1.68634038
477.4828,399.09397,86.82536824,5.348951015,5.348951015,,86.44728,8.09397,8.3,-1.629176014
478.73301,357.68004,93.81401541,-20.80388726,339.1961127,,87.69748998,-33.31996006,7.3,-2.397439664
475.2719,435.80914,95.41292755,28.01053123,28.01053123,,84.23638,44.80914,6,-1.613535688
471.65103,423.30643,86.84794685,21.83830029,21.83830029,,80.61551,32.30643,8,-1.342429845
471.67232,362.25737,85.60626317,-19.61838395,340.381616,,80.63679998,-28.74263007,7.7,-2.007984154
472.01178,362.86917,85.72338234,-19.1570232,340.8429768,,80.97626,-28.13083,6.3,-2.005438556
472.66606,360.62586,87.09841239,-20.40987394,339.5901261,,81.63054002,-30.37413994,8.3,-2.091398739
471.10953,359.32757,86.11033561,-21.58075169,338.4192483,,80.07400999,-31.67243001,8.3,-2.065880885
468.61552,432.4049,87.9376037,28.08910147,28.08910147,,77.58,41.4049,8.3,-1.283553523
471.66863,348.62384,91.09027042,-27.72385303,332.276147,,80.63311002,-42.37615996,8.3,-2.399544977
468.51194,409.01684,79.54371238,13.09123912,13.09123912,,77.47642,18.01683999,8.3,-1.141247787
465.18116,419.07627,79.28337069,20.73986301,20.73986301,,74.14564,28.07627,8,-0.994549895
464.35631,372.23366,75.68430328,-14.3565627,345.6434373,,73.32079,-18.76634,8,-1.419978072
464.78703,344.33363,87.27562842,-32.32363951,327.6763605,,73.75151001,-46.66636998,8.3,-2.307519982
457.74853,417.03323,71.6125322,21.31708095,21.31708095,,66.71301,26.03323,8.3,-0.574617771
458.5116,351.43206,78.22175687,-30.38733864,329.6126614,,67.47608002,-39.56793996,8,-1.832591418
456.4158,416.66657,70.23783758,21.43365982,21.43365982,,65.38028,25.66657,7.95,-0.494513367
453.28919,418.5526,68.07837539,23.87350838,23.87350838,,62.25367001,27.5526,7.95,-0.326153025
454.7421,325.05924,91.68812445,-45.98726604,314.012734,,63.70658004,-65.94075996,8.3,2.463657213
453.13748,364.84514,67.38493999,-22.8388782,337.1611218,,62.10196,-26.15486,6.3,-1.100201514
451.57447,362.34502,66.97814827,-25.329659,334.670341,,60.53895,-28.65497999,6,-1.119285249
449.36027,344.15657,74.80697425,-38.76963358,321.2303664,,58.32474999,-46.84343001,8,-1.79910424
447.308,379.35276,57.46520865,-11.69391705,348.3060829,,56.27247999,-11.64724005,6.85,-0.264297757
445.4202,378.59833,55.7807748,-12.84584867,347.1541513,,54.38467999,-12.40167003,8,-0.164575272
446.40281,336.06522,77.99594128,-44.77533631,315.2246637,,55.36729001,-54.93478,8.3,-2.072064947
444.63613,321.12627,88.06454188,-52.50794314,307.4920569,,53.60061005,-69.87372996,7.48,2.512181983
441.83542,363.78539,57.63041591,-28.17892125,331.8210788,,50.79990003,-27.21460996,8.3,-0.56357818
441.1928,357.47914,60.32744642,-33.75539905,326.2446009,,50.15727997,-33.52086004,6.95,-0.845122322
439.75207,375.08703,51.24963276,-18.0893172,341.9106828,,48.71655,-15.91297,8.3,0.085143815
441.02788,302.84605,101.3427598,-60.44230245,299.5576976,,49.99236009,-88.15394998,7.95,1.808323583
437.34015,359.3877,56.06653432,-34.32146239,325.6785376,,46.30462999,-31.61230001,8,-0.559976578
437.37041,299.5845,102.4876367,-63.12135838,296.8786416,,46.33488998,-91.41550004,6.95,1.716340397
430.77984,422.16816,50.50807035,38.1041353,38.1041353,,39.74432,31.16816,8.3,0.048568577
429.50335,406.55185,41.49257745,22.01259556,22.01259556,,38.46783,15.55185,6.85,0.559266091
428.15874,423.00764,49.01655314,40.76791162,40.76791162,,37.12322,32.00764,7.6,0.215734011
427.38554,438.04922,59.45547121,52.31048383,52.31048383,,36.35002,47.04922,8,-0.360070432
426.79918,438.49242,59.45224415,53.01881485,53.01881485,,35.76366001,47.49242,8,-0.347489209
427.24464,423.90238,48.92511605,42.26068937,42.26068937,,36.20912,32.90238,8.3,0.249304778
427.17877,413.27041,42.4535709,31.6401569,31.6401569,,36.14325,22.27041,7.48,0.635122015
431.49801,294.63337,104.5166995,-67.22340396,292.776596,,40.46248994,-96.36663002,8,1.56582156
425.17369,443.15392,62.33334599,56.79261544,56.79261544,,34.13817,52.15392,8,-0.472137733
428.29272,350.72901,54.86211432,-47.22616503,312.773835,,37.25720003,-40.27098998,7,-0.697739061
428.76734,331.28711,70.63511501,-57.71172578,302.2882742,,37.73181997,-59.71289001,7.6,-1.898578441
423.00091,437.58383,56.49636604,55.54244909,55.54244909,,31.96539001,46.58383,8,-0.098139341
423.11925,409.67269,37.12189492,30.19935067,30.19935067,,32.08373,18.67269,7.6,1.150254506
421.99925,443.5596,61.00216494,59.49695747,59.49695747,,30.96373,52.5596,8,-0.338032317
424.23714,351.15205,51.86720245,-50.19867628,309.8013237,,33.20161999,-39.84795001,6.78,-0.523515504
423.22306,371.17735,37.80178811,-31.6267786,328.3732214,,32.18754,-19.82265,8,-0.001881146
424.98449,309.39607,88.38401414,-67.41165094,292.5883491,,33.94897005,-81.60392998,7.18,2.237485205
425.83027,287.00823,109.6583916,-71.50020291,288.4997971,,34.79475001,-103.99177,8,1.297845585
421.90742,356.62253,46.20481201,-48.07530092,311.9246991,,30.87190001,-34.37746999,7.11,-0.020836009
419.41382,421.43047,41.60939095,46.99856226,46.99856226,,28.3783,30.43047,7.95,0.984035608
420.27154,306.65482,89.2684393,-70.88248253,289.1175175,,29.23602005,-84.34517998,7.11,2.1368233
414.82119,407.23175,28.79631583,34.31029935,34.31029935,,23.78567,16.23175,8.3,2.244395271
412.6939,448.61975,61.55583656,69.39952966,69.39952966,,21.65838,57.61975,8,-0.201574256
417.13797,325.17867,70.80808837,-68.36844514,291.6315549,,26.10245005,-65.82132998,8.3,-2.094424515
416.73397,322.16142,73.4789795,-69.5286603,290.4713397,,25.69845,-68.83858,7.11,-2.263806366
406.69666,456.60625,67.44962079,76.57394847,76.57394847,,15.66114,65.60625,7.9,-0.444461595
409.89766,348.23733,46.73784624,-66.19825553,293.8017445,,18.86214003,-42.76266999,8.3,-0.383340818
403.96105,460.49249,70.68433696,79.46345034,79.46345034,,12.92553,69.49248999,8.3,0.492774277
410.23621,283.03506,109.6589931,-79.91584071,280.0841593,,19.20069002,-107.96494,8.3,1.150942915
409.8682,288.66167,104.0567327,-79.57287703,280.427123,,18.83268005,-102.33833,8,1.368038827
408.96089,314.05201,79.00830371,-76.88657168,283.1134283,,17.92536998,-76.94799001,7.7,2.523562901
406.1753,320.61693,71.99298217,-77.86034657,282.1396534,,15.13977997,-70.38307001,7.18,-2.326931717
402.67579,350.2215,42.40733366,-74.06854342,285.9314566,,11.64027001,-40.7785,8.3,-0.129072609
399.82444,416.26694,26.75188539,70.82014413,70.82014413,,8.78892,25.26694,7.95,-2.027819726
398.03257,455.63279,65.01043187,83.8213068,83.8213068,,6.997049998,64.63279,8.3,-0.169688032
401.6829,331.23989,60.70121455,-79.89769252,280.1023075,,10.64738002,-59.76010999,7.6,-1.675334878
403.31318,260.67149,130.905544,-84.61830627,275.3816937,,12.27765994,-130.32851,7.78,0.355897351
398.46114,324.66476,66.74956103,-83.61285445,276.3871455,,7.425619947,-66.33524,8.3,-2.122749215
393.59782,435.84669,44.91982842,86.7299807,86.7299807,,2.562300001,44.84669,8.3,1.369290591
394.60554,392.57293,3.901173104,23.7780099,23.7780099,,3.57002,1.57293,7.6,-1.377293223
399.45791,253.05871,138.1981771,-86.50598411,273.4940159,,8.422390026,-137.94129,8.3,0.104701467
397.65071,299.49568,91.74312681,-85.86506708,274.1349329,,6.615189974,-91.50432,8.3,1.76524399
398.99652,251.56471,139.6623701,-86.73226888,273.2677311,,7.960999951,-139.43529,7.6,0.058323513
393.58769,339.89728,51.1664105,-87.14091194,272.8590881,,2.552170032,-51.10272,6,-1.113488035
395.28234,297.75487,93.34178994,-87.3922839,272.6077161,,4.246819995,-93.24513,8.3,1.669041875
394.25797,252.24248,138.7949334,-88.66962452,271.3303755,,3.222450046,-138.75752,8.3,0.049592338
384.25845,473.48982,82.76774179,94.69666926,94.69666926,,-6.777070007,82.48982,7.48,0.123006096
383.77258,431.32287,40.9717481,100.2106122,100.2106122,,-7.262940012,40.32287,8,1.974932086
388.02899,296.45617,94.59162232,-91.82141392,268.1785861,,-3.006529969,-94.54383,8.3,1.538191768
388.59664,260.8861,130.1367554,-91.07383738,268.9261626,,-2.438880056,-130.1139,8.3,0.266939719
388.62152,252.01288,139.0080822,-90.99504261,269.0049574,,-2.413999982,-138.98712,8.3,0.00282841
383.88013,344.62012,46.92859336,-98.77032538,261.2296746,,-7.155390019,-46.37988,7.7,-0.968235364
377.10277,473.72071,83.88585927,99.56066289,99.56066289,,-13.93275,82.72071,7.7,0.153851686
384.00467,239.89191,151.2715694,-92.6639719,267.3360281,,-7.030850002,-151.10809,8,-0.366659964
381.95818,276.19982,115.158497,-94.52101567,265.4789843,,-9.07734007,-114.80018,8.3,0.699036126
377.0562,397.87413,15.57803103,153.8150096,153.8150096,,-13.97932,6.874129991,8,0.520357472
373.20752,467.12417,78.18392956,103.1809055,103.1809055,,-17.82800005,76.12416998,7.6,0.500562475
379.89162,270.58633,120.9282367,-95.28747985,264.7125201,,-11.1439001,-120.41367,8,0.488845816
373.02924,423.67258,37.30581192,118.8597258,118.8597258,,-18.00628002,32.67257998,7.48,-2.528777997
373.83969,384.27395,18.46446095,-158.6373331,201.3626669,,-17.19583,-6.726050011,7.6,0.665889511
377.62411,278.50854,113.2881039,-96.79880252,263.2011975,,-13.41140996,-112.49146,8,0.725204786
370.32643,466.61505,78.39963135,105.316321,105.316321,,-20.70909002,75.61505,8.3,0.52673562
374.11124,426.57318,39.39393848,115.4432151,115.4432151,,-16.92427999,35.57318001,7.95,2.398887704
375.46763,288.97646,103.2044665,-98.67590559,261.3240944,,-15.56789002,-102.02354,7.18,1.067736797
375.00907,288.77668,103.4719974,-98.91023301,261.089767,,-16.02644998,-102.22332,7.11,1.053224659
375.30555,285.04255,107.1186873,-98.44420202,261.555798,,-15.72996997,-105.95745,8.3,0.921918965
374.33129,297.12037,95.35416209,-100.0891868,259.9108132,,-16.70423,-93.87962999,8,1.361568453
375.12977,273.25088,118.8185513,-97.69304438,262.3069556,,-15.90575004,-117.7491199,8.3,0.517713876
372.60579,316.75379,76.49937678,-103.9404601,256.0595399,,-18.42972997,-74.24621001,8,2.18129763
374.87882,256.6037,135.3639701,-96.85502138,263.1449786,,-16.15670004,-134.3963,8.3,0.007497372
362.76241,480.46741,93.82849355,107.5373563,107.5373563,,-28.27311007,89.46740998,8.3,-0.158083946
368.16882,305.33213,88.66718626,-104.9451125,255.0548875,,-22.86669994,-85.66787002,7.7,1.56952513
367.59811,297.1327,96.7490682,-104.0193437,255.9806563,,-23.43740997,-93.86730001,8.3,1.234508654
367.57367,301.89254,92.14444006,-104.7510905,255.2489095,,-23.46184993,-89.10746002,8.3,1.418048971
362.11536,446.70635,62.76601855,117.4362516,117.4362516,,-28.92015997,55.70635002,8.3,0.558445735
361.31268,457.03355,72.4146183,114.2333318,114.2333318,,-29.72284005,66.03354998,7.9,-0.073123066
363.65247,390.73809,27.38430251,-179.4520011,180.5479989,,-27.38305,-0.261910022,7.7,-0.206815904
366.0605,325.50787,70.09258674,-110.8740417,249.1259583,,-24.97502,-65.49213,8.3,2.412403
364.86024,321.63267,74.14156563,-110.6736504,249.3263496,,-26.17527995,-69.36733002,7.11,2.189814237
362.11323,399.97836,30.28382088,162.754065,162.754065,,-28.92229,8.978359995,8.3,-0.922746834
360.39163,431.95278,51.14858927,126.8065446,126.8065446,,-30.64389003,40.95277998,8.3,1.545985379
360.4098,410.83101,36.48566408,147.0758143,147.0758143,,-30.62571999,19.83101002,6.85,-1.946778474
365.01041,276.52702,117.3940778,-102.8083227,257.1916773,,-26.02511002,-114.47298,8.3,0.476991007
364.82906,277.21442,116.7644499,-102.9698732,257.0301268,,-26.20645993,-113.78558,7.6,0.495821407
364.89176,279.66611,114.3622807,-103.2149412,256.7850588,,-26.14376008,-111.33389,8.3,0.575229947
358.04715,424.06578,46.70736946,134.9328541,134.9328541,,-32.98836999,33.06578001,6,2.053491914
360.06461,349.90221,51.46091341,-127.0013372,232.9986628,,-30.97090997,-41.09779002,7.85,-1.832300142
361.1191,283.56462,111.5228813,-105.5603753,254.4396247,,-29.91642007,-107.4353799,8.3,0.63550926
360.37088,303.36869,92.84162126,-109.2863658,250.7136342,,-30.66464004,-87.63130998,8.3,1.308548191
356.43371,399.51706,35.63461191,166.1718309,166.1718309,,-34.60181,8.517059973,8,-1.518426956
358.2414,311.75779,85.76002654,-112.4820519,247.5179481,,-32.79412003,-79.24220999,8.3,1.572188441
358.81682,292.41027,103.7206802,-108.0971694,251.9028306,,-32.21869999,-98.58973006,8,0.883218431
357.54509,302.76847,94.37378761,-110.7854798,249.2145202,,-33.49043002,-88.23152999,7.6,1.21648808
356.30811,330.04439,70.15396921,-119.6708738,240.3291262,,-34.72740999,-60.95561001,8.3,2.255345325
354.09434,387.37787,37.11833247,-174.399976,185.600024,,-36.94118,-3.622129991,6.85,-1.343647623
356.18807,315.38872,83.25509255,-114.743858,245.256142,,-34.84745001,-75.61128,8,1.652052237
353.16081,364.05271,46.48279355,-144.5687176,215.4312824,,-37.87470999,-26.94729002,7.7,-1.729123388
355.22382,295.66759,101.836861,-110.5887312,249.4112688,,-35.81169998,-95.33241003,8.3,0.913522998
353.22506,308.82166,90.45944091,-114.7072774,245.2927226,,-37.81046002,-82.17833998,6,1.318580014
349.38323,405.20486,44.00785509,161.1688627,161.1688627,,-41.65229,14.20485998,8,-2.455806292
345.3916,428.69414,59.19641563,140.4490679,140.4490679,,-45.64392003,37.69413997,7.95,1.19581736
