X,Y,r,theta(deg),theta(360),,X,Y,Age,Deviation
298.4288,117.68626,173.2900491,-87.21204249,272.7879575,,8.428799979,-173.08494,6.903089987,-1.596459453
356.51682,163.63203,143.4881733,-62.38228253,297.6177175,,66.51682004,-127.1391699,6,-0.771816795
375.70179,180.35455,139.7735075,-52.18255578,307.8174442,,85.70178994,-110.41665,6.77815125,-0.539413905
362.20602,176.6625,135.0351982,-57.67507608,302.3249239,,72.20601999,-114.1087001,6.954242509,-0.563769084
365.67852,182.00706,132.5023643,-55.16965044,304.8303496,,75.67852008,-108.76414,6.903089987,-0.480781198
264.82833,151.19955,141.8233354,-100.2233661,259.7766339,,-25.17167008,-139.57165,7.322219295,-1.408070683
382.2068,188.51275,137.6912654,-47.95890935,312.0410907,,92.2068001,-102.2584499,7.568201724,-0.434576876
324.38244,173.1452,122.5480643,-73.70619694,286.2938031,,34.3824401,-117.626,7.819543936,-0.642377599
384.47812,192.62014,136.2341578,-46.09234988,313.9076501,,94.47812001,-98.15106006,7.851258349,-0.37994065
389.09354,194.90243,137.8780285,-44.05238677,315.9476132,,99.09353999,-95.86877008,7.819543936,-0.369205641
221.38293,143.73537,162.2585517,-115.0170053,244.9829947,,-68.6170701,-147.03583,6,1.300297654
312.88514,173.28001,119.6992454,-78.97783803,281.022162,,22.88514005,-117.4911899,8.103803721,-0.685616433
277.88158,163.39536,127.9510091,-95.43470971,264.5652903,,-12.11841997,-127.37584,8.071882007,-1.111067116
234.0496,151.37494,150.2057408,-111.8693726,248.1306274,,-55.95040006,-139.39626,6.84509804,1.530815266
340.73935,186.12331,116.2998819,-64.13320918,295.8667908,,50.73934998,-104.6478901,8.103803721,-0.366793328
232.84689,154.11428,148.1269448,-112.6958186,247.3041814,,-57.15311007,-136.65692,6.477121255,1.54809347
263.59687,165.35043,128.169789,-101.8881145,258.1118855,,-26.40313008,-125.4207699,6,-1.227242515
313.03867,181.24976,111.9183905,-78.12059735,281.8794027,,23.03867009,-109.52144,8.167317335,-0.531296065
232.47176,156.6221,145.9639662,-113.2114957,246.7885043,,-57.52824012,-134.1491,6.954242509,1.572555263
351.96208,194.22376,114.720127,-57.30852121,302.6914788,,61.96208004,-96.54744003,7.977723605,-0.219322952
297.23979,177.42137,113.5808017,-86.34541391,273.6545861,,7.239790012,-113.34983,6,-0.70541766
386.57047,208.23266,127.0372633,-40.52042872,319.4795713,,96.57047005,-82.53853998,9.011993115,-0.137771998
394.30254,211.71248,130.8789558,-37.16121839,322.8387816,,104.30254,-79.05872004,8.51054501,-0.140914623
385.67703,209.51066,125.5283611,-40.34195348,319.6580465,,95.67703001,-81.26054005,6.903089987,-0.109882401
293.91788,184.55225,106.2911808,-87.88760602,272.112394,,3.917880029,-106.21895,6.903089987,-0.594800274
259.87487,174.10823,120.4897175,-104.4788385,255.5211615,,-30.12512996,-116.66297,6,-1.144340256
257.31325,174.02804,121.2327886,-105.641639,254.358361,,-32.68675004,-116.74316,7.505149978,-1.177382587
266.833,177.63846,115.4804172,-101.5728722,258.4271278,,-23.16699993,-113.13274,8.103803721,-1.005577486
252.82255,173.49073,123.0319935,-107.5884113,252.4115887,,-37.17744993,-117.28047,7.819543936,-1.241905344
411.17122,224.71812,138.0053402,-28.59576662,331.4042334,,121.17122,-66.05307994,8.44870632,-0.101350357
358.50031,208.56793,107.0031311,-50.19542232,309.8045777,,68.50031002,-82.20326996,6,0.049210813
334.61019,201.60705,99.70112686,-63.42049757,296.5795024,,44.61018995,-89.16415003,8.636487896,-0.035059445
241.50139,174.97281,125.544344,-112.7248802,247.2751198,,-48.49860996,-115.7983901,7.851258349,-1.373466774
256.57443,180.08184,115.6261352,-106.8030749,253.1969251,,-33.42557006,-110.68936,7.72427587,-1.099476408
