X,Y,r,theta(deg),theta(360),,X,Y,Age,Deviation
113.57289,26.605276,136.1569526,-108.1332927,251.8667073,,-42.37595009,-129.394724,6,-1.071521346
137.07948,18.671383,138.6189085,-97.82362025,262.1763797,,-18.86936012,-137.328617,6.698970004,-0.915476719
135.82838,19.524257,137.9509382,-98.38663642,261.6133636,,-20.12045995,-136.4757431,7.204119983,-0.918862811
190.63329,2.3360516,157.5297436,-77.28056192,282.7194381,,34.68445005,-153.6639484,6.698970004,-0.72744336
164.70568,13.866063,142.403435,-86.47447605,273.525524,,8.756840117,-142.133937,8.103803721,-0.753310157
-43.138176,108.00579,204.7903419,-166.4462308,193.5537692,,-199.087016,-47.99421011,9.324899497,-2.633500126
66.050397,70.512909,124.055523,-136.4408176,223.5591824,,-89.89844295,-85.48709108,8.416640507,-1.441478174
193.36586,27.535655,133.802546,-73.76106772,286.2389323,,37.41702004,-128.464345,8.480006943,-0.448355881
150.25447,43.830605,112.3138416,-92.90617171,267.0938283,,-5.694369984,-112.169395,8.7930916,-0.549082006
160.8449,44.925017,111.182837,-87.4761004,272.5238996,,4.896060002,-111.074983,9.293583513,-0.440814901
91.268995,70.234796,107.4204476,-127.0217793,232.9782207,,-64.67984494,-85.76520402,9.199755177,-1.085117574
87.695059,73.503269,107.0714212,-129.6027006,230.3972994,,-68.253781,-82.49673095,6.301029996,-1.125823975
136.88704,57.156661,100.6645811,-100.9154108,259.0845892,,-19.06180006,-98.84333901,6,-0.542868665
86.583726,75.272754,106.4349909,-130.6709128,229.3290872,,-69.36511403,-80.72724598,6.698970004,-1.136519016
156.49147,51.33717,104.6642366,-89.70294965,270.2970503,,0.542629909,-104.66283,6.477121255,-0.399124454
63.953852,85.62349,115.8271599,-142.5838762,217.4161238,,-91.99498803,-70.37650992,6.477121255,-1.457189907
229.64214,28.589915,147.1870654,-59.95514522,300.0448548,,73.69330003,-127.410085,8.260071388,-0.334513167
199.65327,39.413848,124.5086665,-69.45058035,290.5494196,,43.70442989,-116.586152,8.605305046,-0.277139317
168.68572,51.255241,105.5163146,-83.06691645,276.9330836,,12.73688008,-104.744759,6,-0.294114391
137.84745,62.44419,95.29087,-100.9504109,259.0495891,,-18.10139006,-93.55580999,6,-0.470334457
75.729793,86.170015,106.3547004,-138.9607117,221.0392883,,-80.21904702,-69.8299849,8.385606274,-1.280197127
187.46032,47.017931,113.4463077,-73.87310702,286.126893,,31.51148002,-108.982069,6,-0.230268808
84.449057,83.890678,101.5478867,-134.7568135,225.2431865,,-71.49978308,-72.10932196,6.477121255,-1.145160932
68.019457,90.435813,109.6824462,-143.2900968,216.7099032,,-87.92938294,-65.56418703,6,-1.396837719
149.00167,61.962964,94.2933047,-94.22516225,265.7748377,,-6.947170079,-94.037036,6,-0.338925277
134.04902,67.567029,91.1042945,-103.9090793,256.0909207,,-21.89982002,-88.432971,6.698970004,-0.462068861
176.02248,52.930676,105.0058883,-78.97911466,281.0208853,,20.07363993,-103.069324,6,-0.216303394
190.14229,48.704275,112.6124532,-72.32374254,287.6762575,,34.19345006,-107.2957249,6,-0.193391033
158.13066,60.284212,95.74065182,-88.69418165,271.3058184,,2.181820077,-95.715788,6.84509804,-0.262701417
155.88647,61.878814,94.12120666,-90.03796741,269.9620326,,-0.062369991,-94.121186,6,-0.263409257
119.76705,75.878841,87.9120131,-114.3033855,245.6966145,,-36.18178996,-80.12115902,8.322219295,-0.595926795
147.53987,66.153999,90.23865398,-95.34691621,264.6530838,,-8.408969983,-89.846001,6.84509804,-0.299901773
124.95501,74.177582,87.49586039,-110.7463802,249.2536198,,-30.99382993,-81.82241803,7.69019608,-0.527518839
161.30334,61.724393,94.4275423,-86.74930753,273.2506925,,5.354500049,-94.27560699,7.944482672,-0.210343763
185.40053,53.446994,106.6982712,-73.97672579,286.0232742,,29.45168997,-102.553006,6.477121255,-0.150312808
132.83666,72.073486,87.05074736,-105.396806,254.603194,,-23.11217998,-83.926514,6.903089987,-0.427350997
191.04634,51.542588,110.1961226,-71.42774535,288.5722547,,35.0975001,-104.457412,8.729974286,-0.148832772
86.428572,88.612516,96.82014595,-135.8924961,224.1075039,,-69.52026797,-67.38748403,6.602059991,-1.101416544
122.92092,75.763726,86.76809993,-112.3736959,247.6263041,,-33.02792005,-80.23627398,8.480006943,-0.544784512
181.67745,55.174367,104.0565694,-75.68480503,284.315195,,25.72861005,-100.825633,6.477121255,-0.146698123
125.50582,76.001943,85.59478133,-110.8341719,249.1658281,,-30.44302002,-79.99805699,8.605305046,-0.499762179
130.68032,74.940845,84.90632905,-107.3137907,252.6862093,,-25.26852002,-81.059155,6.698970004,-0.427552601
58.151052,101.76461,111.8297137,-150.9887117,209.0112883,,-97.797788,-54.23539001,6.903089987,-1.557053948
157.70065,67.301509,88.71578858,-88.86854589,271.1314541,,1.751809988,-88.698491,9.356217134,-0.164140047
146.0466,71.501392,85.07684239,-96.68390382,263.3160962,,-9.902239966,-84.498608,8.698970004,-0.244701002
215.50757,47.754819,123.5486201,-61.17950253,298.8204975,,59.55873006,-108.245181,6.698970004,-0.122461256
183.78592,59.36098,100.5684007,-73.930839,286.069161,,27.83708002,-96.63902005,7,-0.070624519
178.96156,61.841907,96.92951954,-76.26585781,283.7341422,,23.01272001,-94.15809299,6.477121255,-0.062240711
193.05489,57.201272,105.536949,-69.41522035,290.5847797,,37.10605009,-98.79872798,6.77815125,-0.056108057
174.91057,64.353756,93.58729211,-78.31036815,281.6896318,,18.96172992,-91.64624402,7.69019608,-0.051139165
228.77195,45.451266,132.3791069,-56.62541977,303.3745802,,72.82310994,-110.5487341,8.636487896,-0.135022254
112.20822,87.552925,81.22957537,-122.5803247,237.4196753,,-43.74062003,-68.44707499,6,-0.63497954
169.06619,67.49971,89.46712358,-81.56910588,278.4308941,,13.11734996,-88.50029001,6.301029996,-0.047985006
190.61285,60.35587,101.7319674,-70.07811894,289.9218811,,34.66401006,-95.64412997,6.903089987,-0.018719512
175.04367,66.14056,91.86583418,-78.00328432,281.9967157,,19.09483003,-89.85943999,8.198657087,-0.021026193
183.82016,63.40069,96.70285772,-73.24881368,286.7511863,,27.87131997,-92.59931001,7.204119983,-0.006461882
174.22553,67.230973,90.63099664,-78.36592398,281.634076,,18.27668997,-88.76902701,6.84509804,-0.009311968
132.76927,81.980813,77.56373192,-107.3882726,252.6117274,,-23.17956995,-74.01918701,8.133538908,-0.308256941
114.20344,89.409626,78.59361508,-122.083534,237.916466,,-41.7454,-66.590374,6,-0.582324608
62.123797,108.64837,105.0966962,-153.2208317,206.7791683,,-93.82504298,-47.35162997,6,-1.513218326
15.504391,125.18026,143.7862985,-167.622952,192.377048,,-140.444449,-30.81973997,9.105850674,-2.182503347
61.820857,108.97378,105.2213978,-153.453345,206.546655,,-94.12798301,-47.02622002,6.903089987,-1.518857532
154.53599,76.278644,79.73387453,-91.01530973,268.9846903,,-1.412849954,-79.721356,6.477121255,-0.059286792
175.76789,68.80407,89.41993598,-77.19461353,282.8053865,,19.81905004,-87.19592999,6,0.029067698
117.33042,89.899909,76.55458441,-120.2952476,239.7047524,,-38.61842002,-66.10009099,6.602059991,-0.516065283
151.59701,78.178337,77.94324638,-93.20067785,266.7993222,,-4.351829935,-77.821663,6,-0.067144565
83.812609,102.77502,89.64671951,-143.5786183,216.4213817,,-72.13623096,-53.22498006,8.480006943,-1.132928952
140.37306,83.039897,74.60416578,-102.0508057,257.9491943,,-15.57578004,-72.96010299,6.698970004,-0.163230241
82.931544,103.54297,89.90698255,-144.3058065,215.6941935,,-73.01729599,-52.45703002,8.322219295,-1.149486031
61.490405,111.64533,104.353882,-154.8467465,205.1532535,,-94.458435,-44.35466994,6.954242509,-1.532138756
56.500383,113.52662,108.1387239,-156.8731865,203.1268135,,-99.44845697,-42.47338005,6.77815125,-1.615008498
194.14092,65.338004,98.37800818,-67.15635771,292.8436423,,38.19208001,-90.66199599,6.698970004,0.076972928
88.82546,102.64576,85.74510522,-141.5199281,218.4800719,,-67.12338,-53.35424,8.636487896,-1.037669189
59.23151,113.21082,105.7598972,-156.1346914,203.8653086,,-96.71733,-42.78918009,6.301029996,-1.572462004
200.25394,63.394089,102.6586413,-64.432323,295.567677,,44.30509999,-92.60591098,7,0.067728163
232.42337,52.058248,129.0435645,-53.65644345,306.3435566,,76.47453007,-103.9417519,8.542825427,-0.049178225
117.58968,93.581463,73.26321667,-121.5727033,238.4272967,,-38.35916005,-62.41853697,8.103803721,-0.479768583
187.15134,69.107917,92.32459095,-70.24704778,289.7529522,,31.20249997,-86.89208301,6,0.107704029
167.14343,76.263088,80.51890449,-82.00824601,277.991754,,11.19459002,-79.736912,8.44870632,0.084853113
126.78672,90.642298,71.56855772,-114.0460729,245.9539271,,-29.16212002,-65.35770199,7.851258349,-0.317201018
94.060382,102.33868,81.91287138,-139.0725838,220.9274162,,-61.88845799,-53.66132001,6.698970004,-0.933992489
120.42166,93.156573,72.19055919,-119.4807133,240.5192867,,-35.52718005,-62.84342698,8.071882007,-0.423591052
166.38162,77.406343,79.28307398,-82.43857611,277.5614239,,10.43278001,-78.593657,6,0.097965094
192.0752,68.637514,94.53738862,-67.53380109,292.4661989,,36.12635999,-87.36248601,6.698970004,0.123479978
110.51188,98.29346,73.44768269,-128.2161786,231.7838214,,-45.43695999,-57.70654,8.071882007,-0.599071945
200.35508,66.549536,99.86640907,-63.59864124,296.4013588,,44.40624007,-89.45046396,8.227886705,0.119045768
218.11543,60.7562,113.7368294,-56.86710965,303.1328903,,62.16658995,-95.24380009,8.636487896,0.06313178
223.34457,58.939075,118.1651708,-55.22523135,304.7747687,,67.39573009,-97.06092497,8.480006943,0.0408609
54.684667,118.90675,107.844063,-159.882126,200.117874,,-101.264173,-37.09324994,6,-1.663886398
208.6531,64.633636,105.4777298,-60.02170309,299.9782969,,52.70425997,-91.36636397,8.227886705,0.108588105
106.70245,100.75817,74.00585592,-131.7160206,228.2839794,,-49.24639,-55.24183001,8.008600172,-0.670249986
175.79202,76.475252,81.96302421,-75.98953184,284.0104682,,19.84318005,-79.52474799,6,0.166198377
148.75914,86.351136,70.01896916,-95.89364306,264.1063569,,-7.189700047,-69.64886399,8.918030337,0.028804206
180.42611,75.313113,84.31791316,-73.12423892,286.8757611,,24.47727003,-80.68688699,6,0.178439847
70.530513,114.35012,95.03158997,-154.0061894,205.9938106,,-85.41832702,-41.64987997,6,-1.392699704
215.95386,63.010723,110.6689119,-57.16626467,302.8337353,,60.00501995,-92.98927703,9.105850674,0.094368804
159.88225,82.915202,73.19056915,-86.91932416,273.0806758,,3.933409949,-73.084798,6.301029996,0.126369735
188.26223,72.91247,89.14983351,-68.74855241,291.2514476,,32.31339002,-83.08752999,7.72427587,0.180512756
148.15923,87.245073,69.19478312,-96.46378051,263.5362195,,-7.78960999,-68.754927,6.698970004,0.034640713
190.59001,72.420187,90.47428253,-67.48755079,292.5124492,,34.64116998,-83.579813,6,0.182858933
102.48265,103.67228,74.81192254,-135.6165479,224.3834521,,-53.46619004,-52.32771996,9.011993115,-0.752770767
61.153456,118.58826,101.9107606,-158.4629412,201.5370588,,-94.79538402,-37.41174007,6,-1.563666885
194.05803,72.762637,91.54653987,-65.39991475,294.6000853,,38.10919007,-83.23736297,6.301029996,0.203586285
61.545051,119.66121,101.1562308,-158.9468194,201.0531806,,-94.40378895,-36.33879004,6,-1.562203872
182.04615,77.08383,83.11938087,-71.70112429,288.2988757,,26.09730999,-78.91617,6,0.222366048
214.11143,66.238133,106.958308,-57.05815606,302.9418439,,58.16258995,-89.76186707,8.133538908,0.141726466
257.61972,51.139027,146.0574938,-45.88492079,314.1150792,,101.67088,-104.860973,7.880813592,-0.078669657
148.93455,89.810972,66.55965514,-96.04926258,263.9507374,,-7.01429002,-66.189028,6,0.093643424
89.908558,110.72243,80.07107587,-145.5652567,214.4347433,,-66.04028203,-45.27756995,8.198657087,-1.01698974
210.91578,68.090391,103.6796212,-57.98363489,302.0163651,,54.96694,-87.90960903,8.227886705,0.167084283
58.664252,121.94927,103.0715445,-160.7093639,199.2906361,,-97.28458802,-34.05073008,8.918030337,-1.617975119
153.34136,88.928336,67.1223291,-92.2263113,267.7736887,,-2.607479999,-67.071664,8.949390007,0.149142561
160.87163,86.815548,69.35937038,-85.9300029,274.0699971,,4.922790003,-69.184452,8.292256071,0.215322173
116.51458,102.56017,66.41442834,-126.4243168,233.5756832,,-39.43425997,-53.43983001,6.84509804,-0.433588963
176.29744,81.956964,76.78825888,-74.63327053,285.3667295,,20.34860004,-74.04303599,7.785329835,0.276822993
127.36686,99.2547,63.53706519,-116.7338901,243.2661099,,-28.58198,-56.7453,6.698970004,-0.205405887
184.59045,79.481029,81.70370093,-69.47875798,290.521242,,28.64160997,-76.51897101,6,0.284057953
146.28658,93.242753,63.49670322,-98.75267181,261.2473282,,-9.662259994,-62.757247,6,0.109272827
92.864015,112.20692,76.79537096,-145.2318671,214.7681329,,-63.08482498,-43.79308003,8.354108439,-0.955478448
152.15789,91.37907,64.73203145,-93.35737627,266.6426237,,-3.790950038,-64.62093,8.636487896,0.17774817
240.41581,60.3734,127.5896377,-48.54584121,311.4541588,,84.46697001,-95.62659999,6.477121255,0.055126145
192.2814,77.674579,86.34191619,-65.11498142,294.8850186,,36.33256003,-78.32542099,6.477121255,0.286600657
206.76598,72.868874,97.43287858,-58.56301552,301.4369845,,50.81714003,-83.13112598,8.260071388,0.239826186
153.67124,91.698056,64.3422681,-92.02859084,267.9714092,,-2.277599957,-64.301944,6,0.208992184
230.25,65.586424,117.0268221,-50.58690558,309.4130944,,74.30115994,-90.41357598,8.322219295,0.134721662
88.632677,116.04478,78.28081123,-149.3089321,210.6910679,,-67.31616298,-39.95522004,6,-1.052180285
113.07042,107.45098,64.77319079,-131.4508927,228.5491073,,-42.87841997,-48.54902003,9.011993115,-0.487956617
215.78763,71.544374,103.5057175,-54.68153436,305.3184656,,59.83878996,-84.45562605,8.354108439,0.226955062
208.74994,74.159905,97.39485259,-57.17094474,302.8290553,,52.80110006,-81.84009496,8.886490725,0.264642867
45.823869,131.7844,112.7559512,-167.5984839,192.4015161,,-110.124971,-24.21560009,8.227886705,-1.857946864
205.6366,75.387046,94.69594419,-58.35138317,301.6486168,,49.68775995,-80.61295403,6.602059991,0.281509095
226.35556,68.275421,112.4842566,-51.24988012,308.7501199,,70.40672003,-87.72457898,8.480006943,0.175935933
70.339085,123.48554,91.5763084,-159.203296,200.796704,,-85.60975501,-32.51445997,6,-1.434025052
182.57477,83.888098,76.87045309,-69.73430466,290.2656953,,26.62592995,-72.11190202,7.633468456,0.360899671
100.38354,113.03882,70.23649729,-142.290037,217.709963,,-55.56529997,-42.96118004,9.230959556,-0.785101388
189.31294,81.875857,81.28684853,-65.766961,294.233039,,33.3641,-74.124143,7.278753601,0.355660964
173.41021,87.751188,70.44714176,-75.64879929,284.3512007,,17.46136999,-68.24881201,6,0.374014933
192.74554,80.972989,83.56464271,-63.87454171,296.1254583,,36.79670001,-75.027011,8.103803721,0.351842375
223.24188,70.423246,108.8656698,-51.82035919,308.1796408,,67.29304,-85.57675402,8.103803721,0.209576288
247.35791,61.922424,131.1724376,-45.8242296,314.1757704,,91.40907001,-94.077576,6,0.065703214
163.02525,92.005643,64.3844182,-83.68994539,276.3100546,,7.076409991,-63.99435701,8.071882007,0.353655851
187.62066,83.41447,79.19446538,-66.42653102,293.573469,,31.67182003,-72.58552998,6.602059991,0.378918966
202.60709,78.729603,90.26464726,-58.87512509,301.1248749,,46.65824998,-77.27039701,6.84509804,0.336267062
188.23214,84.350182,78.58694471,-65.74507397,294.254926,,32.28329997,-71.64981802,6,0.401080179
102.01866,115.10886,67.67975802,-142.8297339,217.1702661,,-53.93018001,-40.89113999,7.913813852,-0.745080705
90.394437,119.35421,75.10188864,-150.7942245,209.2057755,,-65.55440302,-36.64578996,8.198657087,-1.022829007
239.93862,66.733177,122.5677316,-46.74457333,313.2554267,,83.98978003,-89.26682295,8.605305046,0.140103521
67.349779,127.92337,92.94132968,-162.4168338,197.5831662,,-88.59906099,-28.07663005,6.301029996,-1.509839214
197.0837,82.106729,84.57122564,-60.89621556,299.1037844,,41.13485995,-73.89327103,8.542825427,0.387859536
157.26555,96.531072,59.48350295,-88.73161323,271.2683868,,1.316710031,-59.468928,8.574031268,0.371223353
214.43497,77.015076,98.28146123,-53.48108577,306.5189142,,58.48612995,-78.98492403,8.605305046,0.31696058
181.18562,88.781925,71.79947543,-69.42153774,290.5784623,,25.23678005,-67.21807499,7.278753601,0.457349034
177.92126,90.075288,69.48996253,-71.56699418,288.4330058,,21.97241998,-65.924712,7.278753601,0.463495937
218.29895,75.826847,101.564121,-52.1280385,307.8719615,,62.35010999,-80.17315298,6.477121255,0.296770113
173.63367,91.710552,66.67747998,-74.619414,285.380586,,17.68483,-64.289448,6,0.465306692
