X,Y,r,theta(deg),theta(360),,X,Y,Age,Deviation
338.76041,427.74918,113.4520428,-168.6661675,191.3338325,,-111.23959,-22.29617993,9.1,-1.644944363
317.83342,451.46996,132.1742575,179.3824429,179.3824429,,-132.16658,1.424600056,9.3,0.981162087
303.9502,486.79143,150.6015197,165.8775304,165.8775304,,-146.0498,36.74606995,9,0.349023638
405.39627,398.87624,67.88056844,-131.0784132,228.9215868,,-44.60373001,-51.16911999,7.9,0.912322781
303.91291,488.9959,151.1905501,165.0707862,165.0707862,,-146.08709,38.95053995,8.78,0.323086535
294.94231,498.01746,162.3089942,162.8088597,162.8088597,,-155.05769,47.97210004,8.7,0.068069961
296.7846,496.80887,160.1929607,163.0270685,163.0270685,,-153.2154,46.76350999,8,0.111737937
310.32585,487.44319,144.5941419,165.0106197,165.0106197,,-139.67415,37.39782995,8.3,0.457536474
325.13214,475.06679,127.3501253,168.668954,168.668954,,-124.86786,25.02142996,8.36,0.907110935
253.44551,540.24398,216.2624761,155.3496665,155.3496665,,-196.55449,90.1986199,9.2,-0.933831054
255.64944,542.17938,215.0832811,154.6361946,154.6361946,,-194.3505599,92.13402011,9.1,-0.929676275
262.78773,540.26308,207.8164359,154.2705513,154.2705513,,-187.21227,90.21772003,8.48,-0.831661235
322.87733,486.27494,132.1845516,164.0926069,164.0926069,,-127.12267,36.22957992,8.2,0.714067552
421.35116,401.57467,56.30420786,-120.5854196,239.4145804,,-28.64883998,-48.47069001,9.1,-1.662272163
330.43689,482.01949,123.7646244,165.0280413,165.0280413,,-119.56311,31.97412999,8.3,0.930309674
319.87222,514.42904,145.1843565,153.6750488,153.6750488,,-130.12778,64.38367995,8.36,0.247320298
356.0779,482.33212,99.31664382,161.0290258,161.0290258,,-93.92209999,32.28676004,8.42,1.528954999
362.60503,479.52482,92.23296235,161.3600802,161.3600802,,-87.39497001,29.47945998,8.7,-1.401628901
367.16957,475.99566,86.80033528,162.6045246,162.6045246,,-82.83042998,25.95030006,8,-1.155197915
395.13398,473.04686,59.49242937,157.2550905,157.2550905,,-54.86601998,23.00150004,10.09,0.149745841
375.08146,490.29943,85.04809103,151.7506609,151.7506609,,-74.91854002,40.25406997,8.3,-1.269145266
342.89933,521.515,128.7573802,146.2843133,146.2843133,,-107.1006699,71.46964009,8.7,0.483044939
355.95317,522.55311,118.7526002,142.368677,142.368677,,-94.04683009,72.50774996,8.6,0.660393987
346.51829,538.29378,136.0009115,139.542706,139.542706,,-103.48171,88.24841991,8.78,0.199138164
376.55825,512.55574,96.44292743,139.5970359,139.5970359,,-73.44174996,62.51038005,7.9,1.244080362
470.21935,434.85738,25.28827497,-36.912434,323.087566,,20.21935,-15.18798,9.91,-0.072396231
364.65145,530.60133,117.361149,136.6546762,136.6546762,,-85.34855,80.55597003,8.36,0.596466213
323.49743,578.02729,179.9507561,134.666934,134.666934,,-126.50257,127.98193,7.95,-0.736504921
429.70846,497.1507,51.28995664,113.3048997,113.3048997,,-20.29154001,47.10534,8.9,-0.068187093
476.1954,461.58742,28.62548044,23.7789614,23.7789614,,26.1954,11.54206,9.1,0.528035604
428.03751,506.69408,60.7571267,111.1911196,111.1911196,,-21.96248998,56.64872001,8.36,-0.732085754
458.87435,481.06345,32.26260986,74.03404717,74.03404717,,8.87435,31.01809,9.2,0.962401568
458.35082,487.02123,37.9071386,77.27353598,77.27353598,,8.350820002,36.97587,8.1,0.422135985
419.15108,530.98364,86.61790251,110.8639091,110.8639091,,-30.84891994,80.93828003,8.42,1.068948503
365.29937,580.45764,155.5042105,123.0030608,123.0030608,,-84.70063003,130.4122799,8.85,-0.49658216
359.28155,590.48551,167.1923231,122.8607655,122.8607655,,-90.71845004,140.44015,7.7,-0.719193889
430.50484,533.64804,85.84561355,103.1261369,103.1261369,,-19.49516003,83.60267999,9.2,0.961102169
425.60714,541.06671,94.23320951,105.0022099,105.0022099,,-24.39286002,91.02134999,10.15,0.710690451
398.76521,571.73782,132.038095,112.8319983,112.8319983,,-51.23479008,121.69246,7.78,-0.177231601
405.52207,570.42638,128.3350156,110.2780749,110.2780749,,-44.47792989,120.38102,7.7,-0.135402387
491.38873,496.11331,61.92966162,48.06259253,48.06259253,,41.38873,46.06795,7.95,0.991936989
489.74416,499.32137,63.30658272,51.11166947,51.11166947,,39.74416,49.27601,7.42,0.978360243
428.44011,565.45888,117.4100058,100.5812146,100.5812146,,-21.55989001,115.41352,7.6,-0.034398665
434.83476,565.89012,116.8331842,97.45818,97.45818,,-15.16524,115.84476,8.1,-0.07394661
401.17162,601.11716,158.7668084,107.9115105,107.9115105,,-48.82837997,151.0718,7.85,-0.823047598
437.14997,575.87242,126.4815097,95.83108929,95.83108929,,-12.85003,125.82706,7.78,-0.343361316
439.35716,577.39774,127.7963174,94.77710863,94.77710863,,-10.64284001,127.35238,8.42,-0.393168576
550.83484,480.33147,105.2849154,16.71783085,16.71783085,,100.83484,30.28611,8.3,-1.167005482
400.42546,618.60179,175.6954897,106.3892648,106.3892648,,-49.57453989,168.55643,8.36,-1.157354999
415.08709,607.03287,160.8228515,102.5381271,102.5381271,,-34.91290992,156.98751,8.48,-0.955913216
438.18491,594.036,144.4745679,94.69087156,94.69087156,,-11.81509,143.99064,7.18,-0.767261783
563.37432,496.27821,122.4386085,22.18511603,22.18511603,,113.37432,46.23285,8.3,1.403870237
515.97985,551.78492,121.2612002,57.03589929,57.03589929,,65.97985,101.73956,8.3,-0.892439979
